InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
109682,D042,Handcrafted Daraz Decorative Figurine,10,09/03/2021 7:48,1085.06,639,Pakistan
109683,D031,Wooden Daraz Jewelry Box,7,09/11/2021 22:55,944.92,597,Pakistan
109684,D004,Daraz Ceramic Vase,9,09/07/2021 7:20,228.85,106,Pakistan
109685,D041,Wooden Daraz Keychain Set,7,07/10/2021 9:07,1781.41,908,Pakistan
109686,D048,Daraz Ceramic Vase,4,26/04/2021 16:40,573.67,667,Pakistan
109687,D013,Wooden Daraz Jewelry Box,7,21/03/2021 2:11,1586.44,321,Pakistan
109688,D043,Daraz Embroidered Towel,1,25/05/2021 16:25,1731.81,692,Pakistan
109689,D030,Daraz Leather Wallet,7,04/03/2021 12:51,1276.11,890,Pakistan
109690,D004,Hand-painted Daraz Ceramic Plate,5,25/04/2021 5:04,1219.37,308,Pakistan
109691,D017,Daraz Decorative Lamp,3,31/07/2021 7:38,1087.24,890,Pakistan
109692,D005,Hand-painted Daraz Ceramic Plate,7,19/01/2021 9:49,1583.86,815,Pakistan
109693,D037,Wooden Daraz Jewelry Box,3,15/12/2021 7:56,961.31,816,Pakistan
109694,D038,Hand-painted Daraz Ceramic Plate,7,22/10/2021 0:17,1096.67,245,Pakistan
109695,D030,Daraz Embroidered Towel,7,29/07/2021 0:54,1922.59,396,Pakistan
109696,D021,Daraz Model Car,3,25/04/2021 2:52,578.44,833,Pakistan
109697,D037,Miniature Daraz Truck Figurine,2,07/08/2021 7:49,64.41,250,Pakistan
109698,D017,Daraz Artisanal Clock,2,16/03/2021 17:32,1078.21,934,Pakistan
109699,D045,Daraz Wooden Frame,1,04/08/2021 3:39,1226.79,757,Pakistan
109700,D039,Daraz Wooden Frame,10,06/09/2021 9:12,410.65,287,Pakistan
109701,D009,Daraz Calligraphy Art Piece,10,01/10/2021 1:57,1050.75,377,Pakistan
109702,D024,Daraz Calligraphy Art Piece,7,20/03/2021 7:14,1221.72,476,Pakistan
109703,D007,Traditional Daraz Pottery Bowl,8,11/11/2021 2:17,296.67,138,Pakistan
109704,D017,Daraz Embroidered Towel,8,03/08/2021 1:27,1588.47,232,Pakistan
109705,D047,Daraz Leather Wallet,3,08/03/2021 5:08,953.93,290,Pakistan
109706,D006,Wooden Daraz Jewelry Box,10,02/03/2021 6:05,1852.37,505,Pakistan
109707,D022,Daraz Printed T-shirt,10,16/05/2021 16:30,1971.21,637,Pakistan
109708,D029,Hand-painted Daraz Ceramic Plate,5,26/02/2021 12:33,1689.18,775,Pakistan
109709,D007,Daraz Printed T-shirt,8,01/11/2021 20:26,369.21,561,Pakistan
109710,D036,Handcrafted Daraz Decorative Figurine,7,26/04/2021 8:11,1402.2,694,Pakistan
109711,D018,Daraz Model Car,8,17/05/2021 16:57,1769.31,524,Pakistan
109712,D045,Daraz Printed T-shirt,2,23/02/2021 6:36,1576.03,608,Pakistan
109713,D009,Handcrafted Daraz Mug,1,18/09/2021 21:36,1750.18,615,Pakistan
109714,D002,Traditional Daraz Pottery Bowl,2,29/01/2021 4:23,567.07,271,Pakistan
109715,D038,Daraz Embroidered Towel,3,26/03/2021 17:36,970.52,256,Pakistan
109716,D050,Miniature Daraz Truck Figurine,9,16/06/2021 9:57,1721.95,422,Pakistan
109717,D031,Embroidered Daraz Cushion Cover,10,21/03/2021 14:27,887.37,800,Pakistan
109718,D048,Daraz Printed T-shirt,2,03/12/2021 6:58,856.26,251,Pakistan
109719,D048,Daraz Ceramic Vase,2,16/11/2021 13:41,1244.84,800,Pakistan
109720,D008,Daraz Silk Scarf,10,01/09/2021 5:10,1159.02,141,Pakistan
109721,D010,Daraz Wooden Frame,2,14/01/2021 10:21,193.41,893,Pakistan
109722,D035,Daraz Embroidered Towel,2,26/09/2021 15:54,1993.87,376,Pakistan
109723,D046,Traditional Daraz Pottery Bowl,4,15/07/2021 17:46,1439.65,284,Pakistan
109724,D038,Handwoven Daraz Pashmina Shawl,6,10/06/2021 4:29,447.41,329,Pakistan
109725,D015,Daraz Wooden Frame,8,06/03/2021 17:56,1822.54,509,Pakistan
109726,D037,Handwoven Daraz Pashmina Shawl,4,07/03/2021 4:36,1263.03,737,Pakistan
109727,D039,Hand-painted Daraz Ceramic Plate,2,09/08/2021 22:17,1422.23,116,Pakistan
109728,D005,Daraz Handmade Notebook,2,09/01/2021 13:21,987.19,332,Pakistan
109729,D013,Daraz Embroidered Towel,4,16/05/2021 17:37,190.75,942,Pakistan
109730,D001,Handwoven Daraz Pashmina Shawl,1,06/04/2021 13:08,90.27,897,Pakistan
109731,D002,Daraz Embroidered Towel,4,10/01/2021 21:41,1900.51,867,Pakistan
109732,D016,Daraz Decorative Lamp,4,08/07/2021 15:19,99.2,996,Pakistan
109733,D016,Daraz Handmade Notebook,7,13/12/2021 13:43,1829.35,350,Pakistan
109734,D003,Embroidered Daraz Cushion Cover,8,18/04/2021 20:20,1643.92,592,Pakistan
109735,D012,Daraz Embroidered Towel,10,09/03/2021 5:46,208.62,856,Pakistan
109736,D042,Hand-painted Daraz Ceramic Plate,3,20/10/2021 23:51,1057.96,853,Pakistan
109737,D015,Handcrafted Daraz Mug,8,01/07/2021 9:57,1362.45,382,Pakistan
109738,D041,Daraz Embroidered Towel,10,29/10/2021 2:20,352.14,847,Pakistan
109739,D029,Daraz Embroidered Towel,5,26/07/2021 8:21,389.5,233,Pakistan
109740,D027,Handwoven Daraz Pashmina Shawl,4,02/03/2021 20:23,1098.06,459,Pakistan
109741,D023,Daraz Handmade Notebook,3,03/08/2021 0:13,853.26,815,Pakistan
109742,D028,Daraz Handmade Notebook,4,03/04/2021 6:24,597.17,866,Pakistan
109743,D020,Daraz Artisanal Clock,4,15/08/2021 5:39,465.79,423,Pakistan
109744,D034,Daraz Silk Scarf,2,05/06/2021 1:16,1351.84,480,Pakistan
109745,D033,Embroidered Daraz Cushion Cover,1,26/09/2021 20:48,923.15,416,Pakistan
109746,D003,Daraz Leather Wallet,10,09/03/2021 7:21,1693.18,902,Pakistan
109747,D018,Wooden Daraz Keychain Set,5,24/08/2021 17:10,657.16,996,Pakistan
109748,D013,Wooden Daraz Jewelry Box,3,18/06/2021 15:20,325.36,181,Pakistan
109749,D049,Daraz Wooden Frame,4,14/04/2021 2:32,1745.73,531,Pakistan
109750,D019,Daraz Embroidered Towel,9,03/01/2021 12:43,339.63,545,Pakistan
109751,D048,Daraz Printed T-shirt,1,23/09/2021 12:58,135.83,129,Pakistan
109752,D035,Daraz Calligraphy Art Piece,1,08/12/2021 23:54,1598,410,Pakistan
109753,D004,Daraz Model Car,2,02/10/2021 10:46,247.18,311,Pakistan
109754,D005,Wooden Daraz Jewelry Box,1,26/08/2021 7:55,351.3,913,Pakistan
109755,D008,Daraz Handmade Notebook,1,27/01/2021 14:57,1134.47,853,Pakistan
109756,D014,Daraz Leather Wallet,5,05/02/2021 9:15,1827.35,783,Pakistan
109757,D019,Daraz Decorative Lamp,4,03/09/2021 1:40,126.57,616,Pakistan
109758,D008,Miniature Daraz Truck Figurine,1,25/09/2021 1:09,1001.87,211,Pakistan
109759,D029,Daraz Embroidered Towel,4,27/05/2021 1:41,1038.54,474,Pakistan
109760,D016,Daraz Leather Wallet,6,19/05/2021 6:46,753.62,897,Pakistan
109761,D043,Daraz Calligraphy Art Piece,9,03/09/2021 0:09,1169.4,751,Pakistan
109762,D010,Daraz Silk Scarf,7,25/06/2021 12:49,806.65,327,Pakistan
109763,D032,Daraz Model Car,10,26/09/2021 8:01,1887.38,981,Pakistan
109764,D014,Daraz Artisanal Clock,6,28/07/2021 1:51,1009,306,Pakistan
109765,D019,Daraz Model Car,8,15/03/2021 13:33,939.96,403,Pakistan
109766,D016,Miniature Daraz Truck Figurine,10,26/07/2021 22:01,1313.22,625,Pakistan
109767,D038,Daraz Printed T-shirt,1,15/08/2021 8:13,725.19,379,Pakistan
109768,D007,Daraz Model Car,8,06/05/2021 20:15,261.86,822,Pakistan
109769,D032,Daraz Printed T-shirt,7,15/02/2021 15:03,152.25,428,Pakistan
109770,D044,Wooden Daraz Keychain Set,2,08/07/2021 18:44,930.54,984,Pakistan
109771,D043,Daraz Embroidered Towel,2,29/03/2021 12:31,1259.04,591,Pakistan
109772,D002,Handwoven Daraz Pashmina Shawl,9,27/11/2021 5:57,1267.05,760,Pakistan
109773,D007,Embroidered Daraz Cushion Cover,10,09/08/2021 22:01,409.63,151,Pakistan
109774,D020,Daraz Leather Wallet,3,13/09/2021 23:31,1100.01,296,Pakistan
109775,D001,Daraz Leather Wallet,4,25/02/2021 4:43,1927.61,262,Pakistan
109776,D049,Daraz Decorative Lamp,8,21/08/2021 12:12,1870.11,514,Pakistan
109777,D050,Daraz Decorative Lamp,3,02/10/2021 21:34,400.11,283,Pakistan
109778,D034,Wooden Daraz Jewelry Box,6,03/09/2021 18:34,1679.86,251,Pakistan
109779,D007,Daraz Calligraphy Art Piece,7,25/07/2021 6:26,1466.63,555,Pakistan
109780,D045,Daraz Model Car,5,06/07/2021 19:49,651.68,712,Pakistan
109781,D040,Handcrafted Daraz Mug,1,13/06/2021 8:21,1937.14,297,Pakistan
109782,D006,Embroidered Daraz Cushion Cover,6,21/12/2021 6:39,1844.32,573,Pakistan
109783,D028,Traditional Daraz Pottery Bowl,10,30/09/2021 6:30,860.52,361,Pakistan
109784,D027,Hand-painted Daraz Ceramic Plate,8,28/04/2021 22:21,1157.23,198,Pakistan
109785,D045,Daraz Handmade Notebook,10,21/04/2021 12:57,768.71,966,Pakistan
109786,D011,Wooden Daraz Jewelry Box,2,06/08/2021 21:51,81.7,718,Pakistan
109787,D035,Daraz Embroidered Towel,1,04/07/2021 21:17,1823.17,166,Pakistan
109788,D049,Daraz Printed T-shirt,10,08/08/2021 15:48,843.2,390,Pakistan
109789,D012,Daraz Wooden Frame,10,16/08/2021 16:46,196.68,597,Pakistan
109790,D004,Handcrafted Daraz Mug,10,28/11/2021 4:26,393.75,390,Pakistan
109791,D020,Wooden Daraz Jewelry Box,3,01/05/2021 23:07,859.36,583,Pakistan
109792,D014,Wooden Daraz Jewelry Box,1,06/08/2021 5:39,119.33,883,Pakistan
109793,D040,Hand-painted Daraz Ceramic Plate,8,29/01/2021 14:04,332.13,864,Pakistan
109794,D014,Daraz Wooden Frame,6,26/02/2021 9:08,1591.59,399,Pakistan
109795,D032,Daraz Decorative Lamp,1,22/04/2021 8:05,1428.64,315,Pakistan
109796,D039,Handwoven Daraz Pashmina Shawl,4,08/05/2021 23:37,1891.04,305,Pakistan
109797,D038,Daraz Model Car,5,06/03/2021 8:02,563.28,289,Pakistan
109798,D034,Embroidered Daraz Cushion Cover,1,08/12/2021 1:24,139.23,928,Pakistan
109799,D032,Traditional Daraz Pottery Bowl,1,04/03/2021 14:05,367.62,107,Pakistan
109800,D021,Daraz Printed T-shirt,6,30/08/2021 8:08,1716.99,656,Pakistan
109801,D001,Handcrafted Daraz Decorative Figurine,6,23/12/2021 22:26,1867.78,295,Pakistan
109802,D028,Daraz Calligraphy Art Piece,8,29/10/2021 7:54,1029.3,550,Pakistan
109803,D021,Hand-painted Daraz Ceramic Plate,1,21/03/2021 18:47,1263.1,739,Pakistan
109804,D024,Miniature Daraz Truck Figurine,1,07/04/2021 1:43,632.17,846,Pakistan
109805,D038,Traditional Daraz Pottery Bowl,2,09/03/2021 21:07,1326.79,649,Pakistan
109806,D003,Miniature Daraz Truck Figurine,1,17/01/2021 18:12,194.46,886,Pakistan
109807,D043,Daraz Printed T-shirt,7,26/12/2021 21:39,1629.07,222,Pakistan
109808,D036,Daraz Ceramic Vase,3,17/03/2021 13:29,1409.56,401,Pakistan
109809,D003,Daraz Ceramic Vase,10,13/12/2021 23:27,798.79,849,Pakistan
109810,D009,Wooden Daraz Keychain Set,4,02/12/2021 22:13,1316.78,332,Pakistan
109811,D040,Handcrafted Daraz Decorative Figurine,9,05/09/2021 22:19,1890.31,152,Pakistan
109812,D019,Handcrafted Daraz Mug,6,25/05/2021 7:38,324.68,903,Pakistan
109813,D030,Miniature Daraz Truck Figurine,1,30/11/2021 20:32,1997.23,302,Pakistan
109814,D013,Daraz Silk Scarf,10,27/06/2021 19:53,426,974,Pakistan
109815,D001,Daraz Artisanal Clock,7,17/07/2021 3:15,905.54,960,Pakistan
109816,D028,Daraz Leather Wallet,1,18/06/2021 0:03,1339.36,919,Pakistan
109817,D006,Embroidered Daraz Cushion Cover,2,27/04/2021 10:00,123.68,969,Pakistan
109818,D044,Wooden Daraz Jewelry Box,2,24/02/2021 13:28,1229.96,458,Pakistan
109819,D025,Daraz Ceramic Vase,1,01/07/2021 4:19,117.63,368,Pakistan
109820,D025,Daraz Decorative Lamp,6,03/02/2021 8:18,717.18,647,Pakistan
109821,D045,Daraz Artisanal Clock,9,19/08/2021 11:08,227.26,446,Pakistan
109822,D029,Miniature Daraz Truck Figurine,1,09/02/2021 21:41,485.73,950,Pakistan
109823,D047,Daraz Leather Wallet,3,24/05/2021 3:13,1020.6,631,Pakistan
109824,D031,Handcrafted Daraz Mug,1,12/10/2021 15:53,1069.89,826,Pakistan
109825,D043,Daraz Wooden Frame,8,21/11/2021 21:58,466.85,595,Pakistan
109826,D028,Wooden Daraz Keychain Set,2,24/12/2021 18:38,1364.42,181,Pakistan
109827,D042,Miniature Daraz Truck Figurine,3,14/12/2021 1:37,897.82,424,Pakistan
109828,D039,Embroidered Daraz Cushion Cover,9,02/08/2021 20:35,1084.61,321,Pakistan
109829,D009,Daraz Embroidered Towel,3,03/12/2021 11:12,780.81,674,Pakistan
109830,D043,Handwoven Daraz Pashmina Shawl,5,23/09/2021 21:57,677.4,833,Pakistan
109831,D007,Handcrafted Daraz Mug,5,22/03/2021 3:16,308.36,511,Pakistan
109832,D039,Handcrafted Daraz Decorative Figurine,2,23/03/2021 11:36,810.31,965,Pakistan
109833,D015,Handwoven Daraz Pashmina Shawl,10,31/10/2021 2:09,617.37,123,Pakistan
109834,D050,Wooden Daraz Jewelry Box,7,20/06/2021 22:59,358.14,701,Pakistan
109835,D019,Embroidered Daraz Cushion Cover,6,12/06/2021 10:09,1779.97,182,Pakistan
109836,D039,Daraz Embroidered Towel,8,20/02/2021 17:10,153.33,382,Pakistan
109837,D031,Daraz Ceramic Vase,10,25/08/2021 0:44,221.91,485,Pakistan
109838,D002,Daraz Model Car,6,28/11/2021 7:14,343.17,363,Pakistan
109839,D001,Daraz Model Car,1,20/06/2021 0:00,703.02,638,Pakistan
109840,D049,Daraz Leather Wallet,8,27/01/2021 9:27,507.6,605,Pakistan
109841,D049,Daraz Embroidered Towel,9,26/09/2021 16:59,812.71,555,Pakistan
109842,D046,Hand-painted Daraz Ceramic Plate,9,22/06/2021 23:24,793.35,567,Pakistan
109843,D020,Handcrafted Daraz Decorative Figurine,3,28/01/2021 2:21,900.29,192,Pakistan
109844,D024,Daraz Model Car,5,08/02/2021 6:11,1809.75,290,Pakistan
109845,D024,Daraz Model Car,4,28/04/2021 12:11,1307.93,720,Pakistan
109846,D014,Daraz Handmade Notebook,6,22/12/2021 10:26,1137.17,482,Pakistan
109847,D033,Daraz Decorative Lamp,7,09/11/2021 15:34,1930.17,451,Pakistan
109848,D017,Wooden Daraz Keychain Set,2,09/10/2021 7:30,500.98,363,Pakistan
109849,D004,Daraz Wooden Frame,5,03/06/2021 5:19,251.52,713,Pakistan
109850,D002,Daraz Decorative Lamp,9,27/08/2021 23:56,232.59,880,Pakistan
109851,D025,Daraz Calligraphy Art Piece,2,28/07/2021 8:09,553.25,667,Pakistan
109852,D044,Daraz Printed T-shirt,5,05/06/2021 4:51,1144.51,160,Pakistan
109853,D007,Daraz Ceramic Vase,10,09/01/2021 13:14,258.72,303,Pakistan
109854,D019,Hand-painted Daraz Ceramic Plate,1,13/10/2021 7:37,1912.45,411,Pakistan
109855,D010,Daraz Ceramic Vase,5,18/03/2021 21:43,969.99,765,Pakistan
109856,D002,Daraz Decorative Lamp,7,30/08/2021 10:57,840.85,548,Pakistan
109857,D004,Traditional Daraz Pottery Bowl,9,22/04/2021 4:17,527.69,534,Pakistan
109858,D002,Daraz Ceramic Vase,9,12/11/2021 7:24,342.95,664,Pakistan
109859,D045,Daraz Wooden Frame,1,19/12/2021 9:27,52.85,224,Pakistan
109860,D011,Daraz Leather Wallet,6,04/07/2021 12:34,1281.91,706,Pakistan
109861,D046,Daraz Decorative Lamp,6,18/11/2021 2:31,267.12,760,Pakistan
109862,D010,Daraz Wooden Frame,2,15/05/2021 8:17,735.82,938,Pakistan
109863,D029,Daraz Silk Scarf,5,16/03/2021 0:19,556.29,396,Pakistan
109864,D022,Handcrafted Daraz Mug,1,24/08/2021 16:53,534.46,120,Pakistan
109865,D012,Embroidered Daraz Cushion Cover,3,26/08/2021 16:36,425.8,794,Pakistan
109866,D008,Wooden Daraz Keychain Set,8,19/01/2021 0:51,1181.17,470,Pakistan
109867,D016,Daraz Handmade Notebook,9,14/05/2021 16:27,184.76,430,Pakistan
109868,D023,Handwoven Daraz Pashmina Shawl,7,21/06/2021 0:07,1847.73,848,Pakistan
109869,D039,Daraz Decorative Lamp,4,19/02/2021 11:00,990.55,271,Pakistan
109870,D005,Handwoven Daraz Pashmina Shawl,1,24/09/2021 11:59,729.02,756,Pakistan
109871,D013,Daraz Model Car,4,18/12/2021 14:23,1148.02,577,Pakistan
109872,D004,Daraz Handmade Notebook,7,16/08/2021 21:04,296.27,548,Pakistan
109873,D037,Wooden Daraz Jewelry Box,8,04/01/2021 12:49,546.6,520,Pakistan
109874,D042,Wooden Daraz Keychain Set,5,28/06/2021 17:33,489.56,884,Pakistan
109875,D013,Daraz Handmade Notebook,7,23/02/2021 4:07,910.79,569,Pakistan
109876,D020,Daraz Artisanal Clock,5,28/09/2021 19:33,798.25,114,Pakistan
109877,D036,Daraz Silk Scarf,4,04/12/2021 2:27,151.54,297,Pakistan
109878,D029,Daraz Embroidered Towel,3,06/09/2021 12:28,899.78,910,Pakistan
109879,D046,Daraz Ceramic Vase,8,27/12/2021 6:00,106.61,219,Pakistan
109880,D029,Traditional Daraz Pottery Bowl,3,19/10/2021 19:09,929,180,Pakistan
109881,D017,Daraz Ceramic Vase,7,25/09/2021 22:21,1274.17,321,Pakistan
109882,D017,Hand-painted Daraz Ceramic Plate,1,27/02/2021 16:17,802.25,274,Pakistan
109883,D047,Daraz Silk Scarf,5,30/08/2021 19:25,1015.99,411,Pakistan
109884,D038,Handcrafted Daraz Decorative Figurine,9,05/02/2021 1:46,1750.79,579,Pakistan
109885,D021,Embroidered Daraz Cushion Cover,4,12/11/2021 3:06,1567.57,383,Pakistan
109886,D015,Daraz Wooden Frame,3,12/08/2021 17:43,1035.56,989,Pakistan
109887,D021,Daraz Printed T-shirt,4,08/05/2021 17:59,1888.26,100,Pakistan
109888,D023,Daraz Model Car,4,10/07/2021 4:35,1626.68,901,Pakistan
109889,D045,Daraz Wooden Frame,5,14/11/2021 13:14,1659.4,246,Pakistan
109890,D034,Daraz Ceramic Vase,2,24/03/2021 16:55,1354.54,926,Pakistan
109891,D042,Daraz Calligraphy Art Piece,7,15/12/2021 13:18,1410.61,853,Pakistan
109892,D011,Embroidered Daraz Cushion Cover,4,19/12/2021 15:12,677.71,991,Pakistan
109893,D027,Daraz Handmade Notebook,5,03/03/2021 7:02,389.45,341,Pakistan
109894,D049,Hand-painted Daraz Ceramic Plate,9,12/02/2021 6:47,1915.43,868,Pakistan
109895,D027,Daraz Ceramic Vase,6,17/07/2021 17:59,1865.09,612,Pakistan
109896,D005,Daraz Model Car,5,25/02/2021 23:47,1750.47,476,Pakistan
109897,D048,Handcrafted Daraz Decorative Figurine,5,03/07/2021 5:22,1881.79,545,Pakistan
109898,D038,Daraz Model Car,10,30/08/2021 1:28,247.99,397,Pakistan
109899,D004,Daraz Decorative Lamp,9,29/10/2021 14:51,520.19,365,Pakistan
109900,D027,Daraz Printed T-shirt,5,06/03/2021 5:43,788.85,424,Pakistan
109901,D032,Daraz Handmade Notebook,1,13/11/2021 16:24,401.08,979,Pakistan
109902,D031,Daraz Calligraphy Art Piece,1,04/05/2021 13:22,1592.82,468,Pakistan
109903,D019,Daraz Silk Scarf,1,10/11/2021 5:48,1100,139,Pakistan
109904,D010,Daraz Wooden Frame,1,29/01/2021 20:33,541.09,543,Pakistan
109905,D011,Daraz Handmade Notebook,8,24/03/2021 10:41,1988.62,934,Pakistan
109906,D011,Traditional Daraz Pottery Bowl,10,08/01/2021 20:53,355.99,158,Pakistan
109907,D044,Handcrafted Daraz Decorative Figurine,1,27/08/2021 18:54,225.52,971,Pakistan
109908,D029,Daraz Printed T-shirt,2,28/10/2021 12:33,1977.39,981,Pakistan
109909,D011,Hand-painted Daraz Ceramic Plate,5,20/06/2021 14:44,1083.06,853,Pakistan
109910,D033,Daraz Model Car,8,28/07/2021 7:31,1368.36,785,Pakistan
109911,D013,Daraz Silk Scarf,6,22/06/2021 8:09,654.17,980,Pakistan
109912,D040,Daraz Model Car,3,22/04/2021 23:28,1152.54,802,Pakistan
109913,D034,Daraz Decorative Lamp,9,28/03/2021 13:59,651.62,602,Pakistan
109914,D029,Daraz Silk Scarf,7,25/07/2021 11:18,1200.75,479,Pakistan
109915,D050,Hand-painted Daraz Ceramic Plate,1,31/10/2021 10:01,1671.09,207,Pakistan
109916,D048,Daraz Ceramic Vase,9,03/11/2021 16:12,1479.16,974,Pakistan
109917,D008,Daraz Silk Scarf,8,24/11/2021 10:57,1517.35,839,Pakistan
109918,D024,Daraz Silk Scarf,10,21/01/2021 1:32,865.37,747,Pakistan
109919,D034,Handcrafted Daraz Decorative Figurine,4,10/11/2021 4:22,59.24,526,Pakistan
109920,D040,Wooden Daraz Jewelry Box,10,13/08/2021 16:52,282.97,314,Pakistan
109921,D035,Daraz Leather Wallet,2,21/09/2021 13:38,448.63,278,Pakistan
109922,D040,Daraz Embroidered Towel,9,15/09/2021 23:22,1348.46,700,Pakistan
109923,D012,Wooden Daraz Keychain Set,5,02/08/2021 12:40,1806.84,575,Pakistan
109924,D017,Daraz Decorative Lamp,3,07/11/2021 18:49,819.1,643,Pakistan
109925,D026,Wooden Daraz Keychain Set,9,25/08/2021 21:31,1073.98,857,Pakistan
109926,D010,Hand-painted Daraz Ceramic Plate,3,11/10/2021 3:46,437.09,641,Pakistan
109927,D009,Traditional Daraz Pottery Bowl,7,16/09/2021 4:15,1788.27,582,Pakistan
109928,D009,Hand-painted Daraz Ceramic Plate,1,19/01/2021 10:48,1871.11,320,Pakistan
109929,D031,Daraz Printed T-shirt,6,10/08/2021 19:13,276.18,920,Pakistan
109930,D027,Daraz Artisanal Clock,6,16/04/2021 21:41,1594.38,212,Pakistan
109931,D044,Traditional Daraz Pottery Bowl,10,30/01/2021 8:42,1964.22,269,Pakistan
109932,D020,Daraz Wooden Frame,10,29/04/2021 5:32,479.04,973,Pakistan
109933,D001,Daraz Decorative Lamp,6,28/06/2021 17:37,1549.77,733,Pakistan
109934,D015,Daraz Leather Wallet,1,05/04/2021 22:06,1120.88,212,Pakistan
109935,D038,Daraz Calligraphy Art Piece,4,26/06/2021 1:00,118.4,670,Pakistan
109936,D045,Daraz Leather Wallet,2,07/04/2021 7:19,1927.98,880,Pakistan
109937,D009,Hand-painted Daraz Ceramic Plate,2,25/07/2021 12:49,1970.72,128,Pakistan
109938,D040,Handcrafted Daraz Mug,3,02/10/2021 14:06,758.69,243,Pakistan
109939,D044,Wooden Daraz Keychain Set,5,10/10/2021 0:28,1780.07,352,Pakistan
109940,D011,Miniature Daraz Truck Figurine,9,19/09/2021 3:26,1115.41,219,Pakistan
109941,D029,Handcrafted Daraz Decorative Figurine,2,13/12/2021 2:08,1647.83,327,Pakistan
109942,D033,Daraz Artisanal Clock,9,03/01/2021 5:48,551.46,674,Pakistan
109943,D023,Daraz Model Car,4,26/03/2021 7:49,1046.34,532,Pakistan
109944,D031,Daraz Leather Wallet,1,06/12/2021 16:31,266.42,965,Pakistan
109945,D020,Handcrafted Daraz Decorative Figurine,1,22/03/2021 0:51,667.38,767,Pakistan
109946,D008,Handcrafted Daraz Mug,1,16/03/2021 0:27,1852,861,Pakistan
109947,D041,Traditional Daraz Pottery Bowl,4,12/04/2021 17:02,894.67,894,Pakistan
109948,D037,Miniature Daraz Truck Figurine,1,05/05/2021 6:58,557.51,452,Pakistan
109949,D050,Wooden Daraz Jewelry Box,10,25/04/2021 14:58,881.95,480,Pakistan
109950,D013,Handwoven Daraz Pashmina Shawl,1,05/08/2021 9:01,219.41,356,Pakistan
109951,D032,Miniature Daraz Truck Figurine,6,24/07/2021 22:16,801.27,577,Pakistan
109952,D044,Handcrafted Daraz Mug,7,05/11/2021 15:14,858.64,105,Pakistan
109953,D044,Daraz Ceramic Vase,10,06/01/2021 15:50,450.55,750,Pakistan
109954,D039,Handcrafted Daraz Mug,10,23/12/2021 18:58,1813.99,751,Pakistan
109955,D050,Daraz Calligraphy Art Piece,5,08/12/2021 23:49,1024.43,128,Pakistan
109956,D036,Handcrafted Daraz Decorative Figurine,3,24/04/2021 18:36,652.25,596,Pakistan
109957,D005,Wooden Daraz Jewelry Box,3,26/08/2021 22:26,592.01,898,Pakistan
109958,D023,Daraz Model Car,5,04/04/2021 10:16,690.19,895,Pakistan
109959,D020,Hand-painted Daraz Ceramic Plate,6,02/04/2021 22:50,676.17,560,Pakistan
109960,D021,Daraz Silk Scarf,6,25/10/2021 5:26,1385.1,240,Pakistan
109961,D024,Daraz Printed T-shirt,3,04/05/2021 22:00,1705.64,618,Pakistan
109962,D006,Daraz Leather Wallet,3,26/07/2021 13:57,1683.48,387,Pakistan
109963,D013,Daraz Embroidered Towel,9,07/08/2021 16:36,1746,480,Pakistan
109964,D044,Wooden Daraz Jewelry Box,8,02/09/2021 2:59,838.15,348,Pakistan
109965,D034,Traditional Daraz Pottery Bowl,5,23/04/2021 12:57,347.75,681,Pakistan
109966,D036,Miniature Daraz Truck Figurine,6,15/07/2021 5:14,153.6,602,Pakistan
109967,D017,Daraz Wooden Frame,2,27/10/2021 17:04,1199.95,635,Pakistan
109968,D047,Daraz Model Car,10,18/05/2021 20:18,1155.36,955,Pakistan
109969,D007,Handcrafted Daraz Decorative Figurine,6,02/11/2021 15:51,675.97,484,Pakistan
109970,D008,Wooden Daraz Jewelry Box,9,21/10/2021 22:55,419.8,402,Pakistan
109971,D047,Daraz Decorative Lamp,1,02/02/2021 7:19,1413.43,223,Pakistan
109972,D025,Daraz Handmade Notebook,5,09/05/2021 8:25,1408.59,541,Pakistan
109973,D040,Wooden Daraz Jewelry Box,2,10/08/2021 21:21,671.82,757,Pakistan
109974,D014,Daraz Model Car,9,21/01/2021 3:24,1428.72,314,Pakistan
109975,D046,Daraz Printed T-shirt,9,22/11/2021 23:42,1544.66,761,Pakistan
109976,D019,Wooden Daraz Jewelry Box,9,09/02/2021 3:42,726.95,925,Pakistan
109977,D018,Miniature Daraz Truck Figurine,4,16/12/2021 1:18,642.49,627,Pakistan
109978,D009,Hand-painted Daraz Ceramic Plate,2,25/01/2021 5:36,1036.22,421,Pakistan
109979,D017,Miniature Daraz Truck Figurine,10,16/11/2021 0:54,451.45,238,Pakistan
109980,D027,Traditional Daraz Pottery Bowl,6,20/05/2021 3:12,552.88,683,Pakistan
109981,D027,Daraz Leather Wallet,8,22/04/2021 4:35,387.33,921,Pakistan
109982,D049,Embroidered Daraz Cushion Cover,1,04/04/2021 12:58,97.82,448,Pakistan
109983,D041,Daraz Handmade Notebook,2,21/01/2021 16:02,1561.63,725,Pakistan
109984,D023,Daraz Calligraphy Art Piece,5,11/11/2021 18:08,219.04,733,Pakistan
109985,D036,Daraz Silk Scarf,10,15/05/2021 4:57,1395.54,962,Pakistan
